legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,44.0,59.0,72.0,79.0,89.0,105.0,125.0,150.0,188.0,326.0,467.0,381.0,215.0,132.0,92.0,69.0
bravo_without_replacement | p=0.55 | alpha=0.058559570312499996,305.0,534.0,767.0,832.0,859.0,859.0,834.0,767.0,656.0,429.0,301.0,230.0,183.0,152.0,129.0,112.0
bravo_without_replacement | p=0.52 | alpha=0.14928906249999999,581.0,873.0,930.0,934.0,930.0,914.0,873.0,800.0,691.0,489.0,372.0,295.0,246.0,209.0,181.0,158.0
