legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,79.0,69.0,52.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.058559570312499996,171.0,263.0,372.0,431.0,465.0,465.0,431.0,374.0,311.0,221.0,171.0,137.0,116.0,99.0,87.0,78.0
bravo_without_replacement | p=0.52 | alpha=0.14928906249999999,353.0,563.0,666.0,678.0,666.0,626.0,563.0,485.0,414.0,311.0,248.0,205.0,175.0,152.0,136.0,122.0
