legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,29.0,34.0,32.0,27.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.058559570312499996,127.0,179.0,240.0,269.0,290.0,290.0,269.0,240.0,207.0,156.0,127.0,106.0,91.0,78.0,72.0,66.0
bravo_without_replacement | p=0.51 | alpha=0.326845703125,354.0,515.0,577.0,577.0,555.0,515.0,458.0,402.0,352.0,278.0,225.0,193.0,169.0,149.0,135.0,123.0
