,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.05,20,0.00512136082653536,0.0012587401530606457,0.0029981415123036545,0.00512136082653536,0.006612813015897861,0.008472565114495104,0.010773710744468297,0.013599536555285615,0.017043986826947452,0.021211922927770084,0.03219193752203862,0.04758805626915848,0.06858390660196388,0.09643476252341748,0.1323658336921659,0.17743035999930074,0.23233174379207458
max_sprt | alpha=0.05,40,0.005007594762139691,0.0006471703009184692,0.0023294863957737688,0.005007594762139691,0.007159389027362458,0.010070578724497677,0.01394156039197457,0.019001072857681822,0.025501824043523406,0.03371268730081956,0.056346762010373676,0.08883180093213872,0.13221016324249008,0.18584524366986313,0.24674597530469766,0.3093258215539214,0.36588182808245867
max_sprt | alpha=0.05,60,0.0023764984528000218,0.00015764366788833232,0.0008734935522496713,0.0023764984528000218,0.003765472705813507,0.005812594247518284,0.008745459377875884,0.012829906196545492,0.018358292478798742,0.025628500392596985,0.046417735277764445,0.07630066901248565,0.11383966653378097,0.1540377150239832,0.18869886022030316,0.20869998357697084,0.20758628466369594
max_sprt | alpha=0.05,80,0.0027548199346536634,0.00010988279556546443,0.000853997288126317,0.0027548199346536634,0.004677699897928079,0.007657994161201533,0.012094433432901626,0.01843520713798579,0.027131141253652874,0.03856326188737314,0.07023804290451428,0.11146707441946446,0.1540378094341345,0.18499526926351964,0.1924294614810858,0.1725033355485084,0.13236550798462815
max_sprt | alpha=0.05,100,0.00084120623103133,1.5471252161717445e-05,0.00019900138176438432,0.00084120623103133,0.001604610812794636,0.0029150076958379327,0.005046780853411288,0.008331752570865075,0.013121698420771256,0.019719843822377552,0.03872057375279863,0.0630602547295587,0.08498345587623421,0.09434029209200195,0.08566389576715647,0.06300483364215767,0.03704427646463131
max_sprt | alpha=0.05,120,0.0008585730263142901,8.411689242394339e-06,0.00016455838090626427,0.0008585730263142901,0.001783981798211133,0.003485309796682326,0.006407851906140267,0.011094485951702635,0.01809892780434556,0.02782930578937119,0.05512630341443904,0.08618631705463135,0.1060017444655385,0.10192903811036519,0.07591406133001888,0.04322312793449956,0.018487095196542017
max_sprt | alpha=0.05,140,0.0006554261428525268,3.238408873157085e-06,0.00010016542459204907,0.0006554261428525268,0.0014912344026979864,0.0031438023838977563,0.006147793442110177,0.011160936424102675,0.018821770677597945,0.029495840460298534,0.05814893560369659,0.08538497090503631,0.09289881267229504,0.07420591757129236,0.04292908825282807,0.017651009416835457,0.005029181909654523
max_sprt | alpha=0.05,160,0.000455186444430742,1.0450424964837712e-06,5.402689999855063e-05,0.000455186444430742,0.0011457220693617386,0.0026285413641041976,0.005503928458221599,0.010529121973270628,0.018415295054006003,0.029458316931851934,0.05768388061133303,0.07884233367217676,0.07464855584759869,0.048332398052545855,0.020998953866333252,0.005964309378104383,0.001069083551247849
max_sprt | alpha=0.05,180,0.00029571857313115965,2.854913484642517e-07,2.639965123825497e-05,0.00029571857313115965,0.0008338660072988336,0.0021036706595497973,0.00475601572579807,0.009647906881593355,0.017575750687026284,0.028766231613061327,0.05587787551202221,0.07042518452054305,0.056988381965342484,0.02909501246733163,0.009135604770545267,0.0017029179365053023,0.0001795886640562945
max_sprt | alpha=0.05,200,0.00018034362356303952,6.480482113413999e-08,1.1646566875200293e-05,0.00018034362356303952,0.0005784456213832212,0.001625041409046703,0.004006986640115674,0.008685594345318922,0.01656763120272676,0.027824800393658106,0.05354906399152421,0.06155543182848816,0.04167376450857178,0.016234890408418644,0.0035179737724355268,0.0004044505914561543,2.3112248749907853e-05
max_sprt | alpha=0.05,220,0.00010263473448402069,1.1803146502630719e-08,4.570676445465725e-06,0.00010263473448402069,0.0003814967952225085,0.001211974890953755,0.0032996914323325023,0.00771424189639098,0.01550681850219561,0.02681921309004494,0.05106352135092844,0.05283682166015747,0.02916578045277284,0.008330316256736676,0.0011772297059638064,7.728773093564248e-05,2.1575198671651768e-06
max_sprt | alpha=0.05,240,0.0001493064098765446,6.650611159804285e-09,4.998255861763758e-06,0.0001493064098765446,0.0006134581538293005,0.0020968855637058833,0.005983265804728528,0.014288128838278154,0.028603310063384714,0.048043781981011696,0.08002050698712615,0.06543331888202614,0.025696243986752472,0.004671529470315616,0.0003720748926216804,1.1974080854374754e-05,1.3799781569554077e-07
max_sprt | alpha=0.05,260,5.6710983044122495e-05,5.573793265213802e-10,1.172269601468455e-06,5.6710983044122495e-05,0.0002808380840432097,0.0011179752788503207,0.0035934658402664854,0.00935579783492254,0.01977007842987462,0.033937798340747075,0.05351136371618109,0.03613258816197382,0.010103920953244961,0.0011076983757121284,4.3879192357551516e-05,5.573495020810795e-07,1.896945234368545e-09
max_sprt | alpha=0.05,280,2.3160619874992358e-05,3.591765644716342e-11,2.6611398046516405e-07,2.3160619874992358e-05,0.00014413333312846146,0.0006924955669632078,0.0025841810980351274,0.007522526761672197,0.01712918238115824,0.030548310968479223,0.04657345194974293,0.026150760863318558,0.005175569776631643,0.0003357762046019695,6.397762959013487e-06,3.032139649573702e-08,2.7480410409531815e-11
