legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.039062500000921874,1000.141793618726,1090.6242320864624,1435.9041732325454,1524.6241384148695,1508.418900100917,1396.4476861718385,1228.1135487507609,1089.0759361721905,1023.2121097121039,1000.472367644641,1000.0017795654221,1000.0000011040165,1000.0000000000998,1000.0,1000.0,1000.0
bayesian | a=500 | b=500 | critical_value=0.07031250000085937,1000.5894741195813,1201.724083152809,1590.6897038950558,1642.5015227639908,1599.8132316146261,1466.7452060601129,1274.911677795354,1112.6310472566765,1031.3848530415228,1000.7464874221876,1000.0033202689993,1000.0000024474726,1000.0000000002644,1000.0,1000.0,1000.0
bayesian | a=1000 | b=1000 | critical_value=0.09843826294025623,1000.8635390450754,1247.4323639424442,1635.8548916609354,1678.0856683802315,1631.17726245513,1495.6222031425193,1297.85014224677,1125.6740788580191,1036.276378035089,1000.9328607400292,1000.0045076706658,1000.0000036215775,1000.0000000004276,1000.0,1000.0,1000.0
