legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.039062500000921874,21999.997535172537,21984.907927227112,20987.57339598576,17572.182130311685,10798.063752440885,4480.932563490949,1736.7897935707742,1127.2084967740911,1024.443473226196,1000.4724576624185,1000.0017795655713,1000.0000011039886,1000.0000000000905,999.999999999986,1000.0000000000023,999.999999999986
bayesian | a=500 | b=500 | critical_value=0.07031250000085937,21999.99877939933,21989.204784391804,20980.152365612048,17364.317049061527,10395.323314819756,4233.767729649175,1701.7284368618741,1142.3223007329736,1032.2698903120888,1000.7465420060391,1000.003320269067,1000.0000024474447,1000.0000000002551,999.999999999986,1000.0000000000023,999.999999999986
bayesian | a=1000 | b=1000 | critical_value=0.09843826294025623,21999.999146279784,21990.975954438436,21023.92198831013,17451.068573029857,10484.715940624632,4288.39886299617,1729.5784840999636,1155.7620643148953,1037.1744746102643,1000.9329162137212,1000.0045076707381,1000.0000036215496,1000.0000000004183,999.999999999986,1000.0000000000023,999.999999999986
