legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.18555501953124998,249.1646066237086,246.5659951467952,241.91337150350472,237.94678726991,232.4318177106462,225.02692991361596,215.47263660287317,203.67987767230852,189.80814412945057,157.84752564543294,125.43944388481665,98.36894815098971,79.06717946545469,66.6898597620927,59.2025883825476,54.83398011384061
