legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,90.0,55.0,40.0,35.0,30.0,25.0,20.0
bravo    | p=0.55 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,390.0,295.0,240.0,175.0,140.0,120.0,100.0,90.0,80.0,70.0
