legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,5499.999999999863,5499.999997310572,5499.999370195356,5499.993052367029,5499.93810191181,5499.553266936735,5497.380576785233,5487.485500111041,5451.129666614561,5086.383617173646,3833.601398621465,1979.3324071216248,822.6733299760726,529.5898774844871,501.0081815318575,500.0113419401859
bravo    | p=0.55 | alpha=0.05,5499.998244450139,5498.992393054025,5476.334281861053,5415.748857530972,5253.916706141122,4905.993515874131,4303.925495955613,3465.7685875874286,2528.1087480939286,1082.0688654339779,577.5509643230226,504.32680642513617,500.09279296586726,500.00070213194203,500.00000170219397,500.0000000011746
bravo    | p=0.51 | alpha=0.05,5500.0,5500.0,5499.999999999541,5499.999999986293,5499.99999967034,5499.999993604277,5499.999899639979,5499.99872342338,5499.986812673237,5499.241645541799,5480.707159718683,5279.992996286396,4343.913706353976,2501.183425511671,1018.713642661347,554.6431754080135
