legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.05,461.8679249566628,425.0072726756218,377.04126014732066,343.0022831748793,302.750222106453,258.6824015655873,214.48194907034394,173.92292983486283,139.590636176051,91.46646563621502,63.86886317952796,47.49559768602101,37.00568707422294,29.83598939917013,24.69481598151828,20.8740173645361
