legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=1,1000.0,1000.0,1000.0,1000.0,980.0,960.0,940.0,921.0,901.0,854.0,124.0,68.0,53.0,50.0,50.0,50.0
bravo_without_replacement | p=0.55 | min_stop=50 | alpha=1,1000.0,1000.0,992.0,297.0,139.0,95.0,72.0,59.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
