legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=0.058501953125,2000.0,2000.0,2000.0,2000.0,2000.0,1860.0,145.0
bravo    | p=0.55 | alpha=0.056552734375,2000.0,2000.0,2000.0,995.0,595.0,353.0,155.0
