legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.07813421875000001,12.57762955158623,18.773389897670366,30.660697857732846,44.67650858368791,74.06555518514553,141.45973577592417,295.27889824349614,582.6684178145796,430.9897236564197,247.05325732926605,157.43036853314499,108.07729249416883,78.3803199214612,59.285411462485676,46.357577663309954,37.23412627185388
