legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | min_stop=50 | alpha=0.18050781249999998,58.0,58.0,64.0,66.0,71.0,74.0,79.0,84.0,89.0,96.0,99.0,91.0,76.0,61.0,53.0,50.0
bravo    | p=0.55 | min_stop=50 | alpha=0.12489941406249999,157.0,184.0,197.0,199.0,201.0,201.0,201.0,197.0,195.0,180.0,159.0,134.0,111.0,94.0,81.0,71.0
