legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.010183751584079002,999.9852745777733,999.0647808320924,971.2718076942124,462.7700570226101,408.1411645979401,355.9159460307156,310.6100768272399,272.8563660492088,241.5344754700934,193.5751237680001,159.62970589727684,135.14259198405554,116.94597664507972,102.90845897361578,91.6970716838176,82.48822174535073
bayesian | a=500 | b=500 | critical_value=0.014814138413445956,999.9986176574181,999.6465008652676,970.5478634905999,463.7962563168475,412.69745500489336,364.5094267849042,323.41469957318213,288.7392961839499,259.5655733278315,214.32900658506642,181.54816216333276,156.92551830353474,137.84835856190256,122.78036052190186,110.79937899260405,101.19244740728435
bayesian | a=1000 | b=1000 | critical_value=0.015640258790031218,999.9992727767734,999.7207914612036,970.5346555408807,464.13590424987405,413.84596447506124,366.97768249685765,326.6232284616438,292.59844023301116,264.06783660296884,219.6682905914197,187.29311912102563,162.88132754737023,143.90474959876386,128.79988496191984,116.5984538495285,106.60583280824349
