,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
max_sprt | alpha=0.019030273437500002,6,0.015625,0.019770609664000006,0.027680640625000016,0.03429644724899998,0.04218053364099999,0.056800235584000006,0.11764899999999995
max_sprt | alpha=0.019030273437500002,11,0.0029296875,0.004163187051332844,0.006838969377216801,0.009340459951587787,0.012573472131195773,0.01913602554179816,0.05084554481999997
max_sprt | alpha=0.019030273437500002,14,0.00274658203125,0.004052612803249443,0.006982160298552279,0.00978695728842356,0.013458738870272938,0.020964281422061557,0.05605721316404997
max_sprt | alpha=0.019030273437500002,18,0.00110626220703125,0.0017626734560148942,0.0033688050670477422,0.005022572329889856,0.007303478290867838,0.012235567865685132,0.03717340662285367
max_sprt | alpha=0.019030273437500002,21,0.0009942054748535156,0.0016448558759601124,0.0032970219297677834,0.005044898443260888,0.007494206989447338,0.012849882818762783,0.03928780435472943
max_sprt | alpha=0.019030273437500002,24,0.0008130669593811035,0.0013967411390328633,0.0029362963022047353,0.004611165869233258,0.006997674121545228,0.012280224106282357,0.03778463600135301
max_sprt | alpha=0.019030273437500002,26,0.0012934952974319458,0.002218497983843371,0.0046245940273395136,0.007192048184050448,0.010771795865626085,0.01841111586360237,0.05049322035777906
max_sprt | alpha=0.019030273437500002,29,0.0008564796298742294,0.0015252784495270058,0.003334676261377975,0.005322466375364438,0.008143632478912722,0.014245879217504335,0.03931810480362837
max_sprt | alpha=0.019030273437500002,32,0.000630716560408473,0.001166283795928279,0.0026742299816231233,0.004380647179753366,0.006847203393586471,0.012259236301986658,0.034049998219744144
max_sprt | alpha=0.019030273437500002,35,0.0004763325850944966,0.0009145726525054544,0.0021993922527269814,0.0036976217932207494,0.005904282832298959,0.010819232075095664,0.030241301146157248
max_sprt | alpha=0.019030273437500002,37,0.0007282030419446528,0.0013959343053587996,0.0033287415918902175,0.00554201870585847,0.008733839563928567,0.015587408279242728,0.038834878964677376
max_sprt | alpha=0.019030273437500002,40,0.00046998117613838986,0.0009354721591305747,0.0023395694254954415,0.003997643997060051,0.006435926146730342,0.011755980270696662,0.029475233393299133
max_sprt | alpha=0.019030273437500002,42,0.0006837904061285371,0.0013588702122946288,0.003369874064664295,0.0057022986374174345,0.00906044338442336,0.016118946929356785,0.036022933645568474
