legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,5447.140588916431,5368.838337042888,5260.610682688319,5176.75413712056,5063.574318888509,4910.804033969486,4704.781491956231,4428.068013889934,4060.7887802502487,3003.463849760997,1669.0729828305998,617.4606931351414,171.11690779453008,68.95327352271978,47.410140678963096,37.63235316405496
bravo_without_replacement | p=0.55 | alpha=0.05,5499.437706573213,5480.7597462170415,5350.862533103057,5145.325557840374,4756.022353285348,4133.120904551448,3300.477841807043,2378.1443741706444,1536.1624643304485,513.4873218581669,218.83782495970732,155.12748052158148,128.17057004490994,109.71097142817013,95.90158999055198,85.1711155089226
bravo_without_replacement | p=0.51 | alpha=0.05,5500.0,5499.999999999787,5499.999999834119,5499.999996651674,5499.999945378299,5499.99927808537,5499.99225298093,5499.932369203507,5499.5188648047615,5486.733745136534,5335.043113529756,4548.924651216146,2792.897516273726,1136.621874309033,486.02182203109146,361.93940076067554
