,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,50,0.007673338916315053,0.0008694041337537073,0.003404997647630595,0.007673338916315053,0.01120262155331944,0.016063046442630725,0.02262929771512502,0.03133279103184033,0.04265315801801432,0.057102792333121044,0.09745710863965483,0.15609060471781577,0.23507635388053852,0.33357297665053687,0.44699677732982274,0.567196024637733,0.6838786190641328
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,51,0.004373114932909594,0.0006147688587738755,0.0021260799060995005,0.004373114932909594,0.00608191040608939,0.00828963463210121,0.011075512247829213,0.014507468722754789,0.01863223046177937,0.02346438029760916,0.03508410388214064,0.04847111788983798,0.06179584223970809,0.07254079299507966,0.07815487422290576,0.07694374736954672,0.06882010978241335
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,54,0.0015488115387388146,0.0001939979979968311,0.0007217105806049121,0.0015488115387388146,0.0021962112981461124,0.0030484633981474277,0.004142963334902943,0.005513592503020404,0.007186218386227532,0.009173508977791692,0.01404472812968301,0.0197762160990539,0.025575486424976146,0.03030696298700032,0.032795973560409496,0.032258101830535076,0.02866357572437516
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,56,0.0018341189274538594,0.00022743712659891647,0.0008532898148794076,0.0018341189274538594,0.00259973622666338,0.003604246409262307,0.004888478684483636,0.006487467052501271,0.008424895502800964,0.01070693342586887,0.016206137869219487,0.022482435144187587,0.028542242850273375,0.03307606234202309,0.03486039379084369,0.033249614013115734,0.028512714799510033
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,59,0.000990424220825084,0.0001094290990918027,0.00044163768732943126,0.000990424220825084,0.0014313619397607312,0.0020209061517882042,0.002788091804282038,0.0037592764439946216,0.0049543440493771355,0.006382305367927591,0.009891645727390342,0.013985873254496217,0.018011041189740572,0.021069779826407137,0.022304003451836172,0.021253876788784508,0.018106714406280852
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,61,0.0012917437589067896,0.00014129381056543957,0.0005750767620255138,0.0012917437589067896,0.0018660824648876178,0.0026315149260821534,0.0036232300375047747,0.004871592639823429,0.006397001852326714,0.008204146254286535,0.012570743019066643,0.017511201306581927,0.02213753273038433,0.02532547402220183,0.026110836599723537,0.024127490894127804,0.019836911560658796
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,64,0.0007369841935839431,7.182615913496263e-05,0.000314473044848024,0.0007369841935839431,0.0010855230574874286,0.0015589261814216322,0.0021833195007342136,0.002982552558306771,0.00397453346259616,0.005166945883088653,0.008106586373456261,0.011509334737865765,0.014759375448374771,0.017044796486604057,0.01765059555446091,0.016294901990887522,0.013309544124873809
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,66,0.0009887652545591805,9.540098556790877e-05,0.00042123361520020385,0.0009887652545591805,0.0014557953353870764,0.002088166607563565,0.0029186770014756713,0.003975893216281658,0.005279057297103014,0.00683234253154736,0.010597668073629399,0.014823695237057495,0.01866114473421627,0.02107508377154583,0.02125578902885245,0.019028548361465926,0.014999524434015955
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,69,0.0005763244858358945,4.954552561248325e-05,0.00023532751101977255,0.0005763244858358945,0.000865168337868399,0.001263795873212929,0.0017967989900248564,0.002486817556213436,0.0033508742500932658,0.0043960459498566425,0.00698199369333871,0.009953660677019915,0.012710689755836911,0.014490908693750073,0.014679385666731808,0.013129171573317666,0.010281552233770305
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,71,0.0007836729091300074,6.669716847696857e-05,0.00031948100074193764,0.0007836729091300074,0.0011759656257641531,0.001715731274078164,0.0024344506548421413,0.0033598761573227893,0.0045108780589320436,0.005891565094213602,0.009250910724603625,0.012993370634985155,0.016288164933741068,0.018159582033282197,0.0179167191885946,0.015539032266171444,0.011743721260929325
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,73,0.000924106192584561,7.786273206890384e-05,0.00037612885780631186,0.000924106192584561,0.0013861426336586678,0.002019951242555614,0.0028603668855124876,0.003936605540695429,0.005266029993753136,0.0068472852733850375,0.010629401500399854,0.014708896991832159,0.018100662989338743,0.01973491958969858,0.018963931484389757,0.01594886924377807,0.01163247338068384
