legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.09465625,987.6419200487318,971.9799416422109,952.2056217530956,937.8213762747383,919.3063121572073,895.4906530603101,864.8187359805119,825.172885782007,773.6146930961103,616.7900925832889,350.31072085967725,121.90227426558505,78.20759296163385,56.05338058382882,43.23535090436882,35.14496539403124
bravo    | p=0.55 | alpha=0.20123901367187497,998.6547514166582,989.017061450682,956.7759938476129,915.4075770107827,836.2500838683249,686.8542745789455,421.58880403679285,247.094168544222,200.60184363995802,143.7179007086328,111.21695371132364,90.51051178223464,76.25476521564117,65.87698481902545,57.99332882308828,51.80216499926506
bravo    | p=0.52 | alpha=0.43153826904296877,999.5504579787258,993.0648150534984,959.2387708197746,902.6312225694164,770.9227527309522,487.16059031773443,285.9216786532815,236.15609508613767,200.1591810815513,152.35597367341867,122.63929032774932,102.6306106072049,88.24431998542572,77.30213547136954,68.61841354740515,61.54824445518542
