,0.7,0.58,0.52
0.005,0.9937498722514793,0.1566073822455125,0.004058137826176655
0.01263157894736842,0.9983670564913613,0.2883282126623473,0.014603404384556354
0.02026315789473684,0.9991908505020201,0.36972174052611356,0.02619564180496006
0.027894736842105264,0.9995329766023087,0.43235878760439983,0.0384822595890539
0.035526315789473684,0.9997071268965411,0.4826480691904499,0.05089842376868878
0.0431578947368421,0.9998046584806148,0.5249254380193836,0.06358003903449369
0.05078947368421052,0.9998446526408346,0.5545196871480194,0.07507444483980283
0.05842105263157894,0.9998916518224413,0.5876981764427825,0.08795629807238602
0.06605263157894736,0.9999117465927881,0.6115102603407591,0.09961893124710153
0.0736842105263158,0.9999241707820669,0.630747666591268,0.11060973139880219
0.08131578947368422,0.999943531686734,0.6540031152348549,0.1228552504001125
0.08894736842105264,0.999953065562403,0.6724935978342979,0.13452188419549915
0.09657894736842106,0.999957374731314,0.6852117397989134,0.14469925066428524
0.10421052631578948,0.9999638991065107,0.7007358195265361,0.15597008983829824
0.1118421052631579,0.9999713496968254,0.7163892614482684,0.16733317748571971
0.11947368421052632,0.99997462691605,0.728408436490984,0.17801285803575867
0.12710526315789472,0.9999773397368226,0.7389611843669635,0.18826932932122825
0.13473684210526315,0.999979125874473,0.7481717096017916,0.19824948730470682
0.1423684210526316,0.9999820531808393,0.7595847744260038,0.20901348166221018
0.15,0.9999855029122275,0.7711197755411011,0.21979856169776402
