legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | min_stop=300 | critical_value=0.0073242187598535164,344.0,463.0,983.0,1313.0,1406.0,1303.0,1039.0,747.0,539.0,335.0,300.0,300.0,300.0,300.0,300.0,300.0
