legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,47.0,60.0,72.0,82.0,92.0,108.0,130.0,155.0,193.0,311.0,399.0,349.0,221.0,138.0,97.0,72.0
bravo_without_replacement | p=0.55 | alpha=0.05,317.0,521.0,636.0,659.0,672.0,672.0,659.0,636.0,590.0,439.0,313.0,240.0,191.0,160.0,135.0,118.0
bravo_without_replacement | p=0.51 | alpha=0.05,743.0,745.0,745.0,745.0,745.0,745.0,745.0,743.0,743.0,739.0,731.0,699.0,623.0,544.0,478.0,426.0
