legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,743.096735631774,732.9401215857426,719.0026489111358,708.2868145357506,693.9402657276956,674.7880066583405,649.3399956969429,615.79945829433,572.2306757474747,450.3353199943817,297.24687737373466,168.00821892645286,96.66018669743003,64.16267910042014,47.71937915046237,37.94035318999674
bravo_without_replacement | p=0.55 | alpha=0.05,749.9409069598155,748.1846482608162,736.353735968115,717.6063195274986,681.9944934293974,625.0703802227265,549.1908252048379,464.58338512419573,384.27902336246984,265.4106440225208,197.35568649042366,156.68296218504773,129.8918950855966,110.93554072278258,96.8199158976456,85.89661132679892
bravo_without_replacement | p=0.51 | alpha=0.05,749.9999999999999,749.999999998939,749.9999989647163,749.9999790389794,749.9996812624656,749.9963489033262,749.9683728456463,749.7917746129775,748.9510065240486,737.5808569341214,690.609351267686,608.0325457587637,526.6858871461293,462.0017232635377,411.2578078354043,370.8822269857181
