legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | min_stop=50 | critical_value=0.03319549561480484,498.2408516407056,492.54569746875933,480.33283172581486,467.38231608124204,445.0139052802225,406.69590130909955,346.4149528408766,277.44795989233796,223.73240338747294,157.1790724342112,118.87563745207075,94.89380652161515,79.21201961502383,68.65904265600335,61.48039426047396,56.660837792378906
