legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.0582103237658739,14.0,17.0,19.0,19.0,19.0,22.0,22.0,24.0,27.0,32.0,37.0,34.0,27.0,24.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,132.0,191.0,269.0,330.0,378.0,378.0,330.0,269.0,223.0,166.0,132.0,111.0,94.0,84.0,73.0,67.0
bravo_without_replacement | p=0.52 | alpha=0.09563183593749999,355.0,591.0,839.0,888.0,842.0,721.0,591.0,483.0,410.0,312.0,253.0,215.0,184.0,164.0,148.0,133.0
