legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.0582103237658739,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1855.0,613.0,321.0,205.0,145.0
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1387.0,748.0,490.0,355.0,275.0,221.0,185.0,155.0
bravo_without_replacement | p=0.51 | alpha=0.22733593749999997,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1673.0,1309.0,890.0,667.0,528.0,431.0,367.0,317.0,276.0
