legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.0582103237658739,22.0,24.0,29.0,32.0,34.0,37.0,39.0,44.0,49.0,67.0,87.0,72.0,52.0,42.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,178.0,277.0,435.0,563.0,670.0,670.0,565.0,435.0,340.0,233.0,176.0,145.0,122.0,105.0,90.0,82.0
bravo_without_replacement | p=0.52 | alpha=0.09563183593749999,453.0,815.0,1187.0,1246.0,1187.0,1023.0,815.0,646.0,532.0,392.0,308.0,256.0,219.0,190.0,168.0,152.0
