legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,14.0,17.0,19.0,19.0,19.0,22.0,22.0,25.0,27.0,30.0,30.0,30.0,27.0,25.0,19.0,19.0
bravo    | p=0.55 | alpha=0.05,122.0,141.0,150.0,152.0,154.0,154.0,152.0,150.0,148.0,137.0,125.0,110.0,97.0,85.0,76.0,70.0
bravo    | p=0.51 | alpha=0.05,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,243.0,243.0,243.0,243.0,243.0,241.0
