legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,29.0,39.0,44.0,49.0,54.0,62.0,69.0,82.0,97.0,132.0,155.0,142.0,105.0,74.0,57.0,47.0
bravo    | p=0.55 | alpha=0.08490039062499999,199.0,296.0,353.0,367.0,378.0,378.0,372.0,357.0,334.0,269.0,203.0,161.0,132.0,111.0,96.0,83.0
bravo    | p=0.52 | alpha=0.24879882812499998,320.0,399.0,420.0,424.0,422.0,416.0,405.0,389.0,363.0,297.0,234.0,189.0,158.0,136.0,120.0,105.0
