legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,29.0,32.0,29.0,27.0,22.0,19.0,16.0
bravo    | p=0.55 | alpha=0.08490039062499999,104.0,142.0,167.0,180.0,186.0,186.0,182.0,172.0,159.0,132.0,106.0,90.0,77.0,68.0,62.0,56.0
bravo    | p=0.52 | alpha=0.24879882812499998,183.0,236.0,256.0,260.0,258.0,252.0,240.0,226.0,205.0,171.0,142.0,120.0,103.0,93.0,83.0,77.0
