legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08189443790912626,35.0,50.0,65.0,75.0,90.0,105.0,130.0,155.0,190.0,265.0,305.0,280.0,205.0,140.0,100.0,75.0
bravo_without_replacement | p=0.55 | alpha=0.08294921875,270.0,395.0,440.0,445.0,450.0,450.0,445.0,440.0,420.0,355.0,270.0,210.0,170.0,135.0,120.0,105.0
bravo_without_replacement | p=0.52 | alpha=0.23709179687499998,410.0,460.0,470.0,470.0,470.0,470.0,460.0,450.0,435.0,370.0,290.0,235.0,195.0,165.0,145.0,130.0
