legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08189443790912626,75.0,105.0,140.0,165.0,195.0,240.0,290.0,345.0,395.0,450.0,470.0,465.0,410.0,305.0,205.0,150.0
bravo_without_replacement | p=0.55 | alpha=0.08294921875,410.0,485.0,500.0,500.0,500.0,500.0,500.0,500.0,495.0,475.0,410.0,310.0,240.0,200.0,165.0,140.0
bravo_without_replacement | p=0.52 | alpha=0.23709179687499998,485.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,470.0,410.0,325.0,265.0,220.0,190.0,165.0
