legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08189443790912626,20.0,25.0,40.0,45.0,50.0,60.0,70.0,85.0,105.0,145.0,170.0,155.0,115.0,85.0,65.0,50.0
bravo_without_replacement | p=0.55 | alpha=0.08294921875,205.0,305.0,360.0,380.0,385.0,385.0,380.0,360.0,340.0,270.0,205.0,165.0,135.0,110.0,100.0,85.0
bravo_without_replacement | p=0.52 | alpha=0.23709179687499998,335.0,410.0,430.0,430.0,430.0,420.0,410.0,390.0,365.0,300.0,235.0,195.0,165.0,140.0,125.0,110.0
