legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08189443790912626,10.0,10.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,30.0,30.0,20.0,20.0,15.0,15.0
bravo_without_replacement | p=0.55 | alpha=0.08294921875,110.0,150.0,180.0,190.0,200.0,200.0,190.0,180.0,165.0,135.0,110.0,95.0,80.0,70.0,65.0,60.0
bravo_without_replacement | p=0.52 | alpha=0.23709179687499998,195.0,250.0,270.0,275.0,270.0,265.0,250.0,235.0,215.0,175.0,145.0,125.0,110.0,100.0,90.0,80.0
