legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08189443790912626,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,145.0,85.0,60.0,45.0,35.0,30.0
bravo_without_replacement | p=0.55 | alpha=0.08294921875,500.0,500.0,500.0,500.0,500.0,500.0,490.0,355.0,280.0,200.0,150.0,125.0,105.0,90.0,80.0,70.0
bravo_without_replacement | p=0.52 | alpha=0.23709179687499998,500.0,500.0,500.0,500.0,500.0,500.0,460.0,375.0,310.0,235.0,185.0,155.0,135.0,120.0,105.0,95.0
