legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.148446015625,0.003116712761332718,0.015411374063529083,0.04950160295151391,0.09588777585555501,0.18784657609545216,0.34394233831644555,0.5512608086829334,0.7550489655302778,0.8984867408359646,0.9934079377371745,0.9999011061576439,0.9999997046810485,0.9999999998457748,0.9999999999999886,1.0000000000000007,1.0
