legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,82.0,113.0,143.0,163.0,193.0,228.0,279.0,339.0,397.0,460.0,475.0,470.0,425.0,309.0,206.0,145.0
bravo    | p=0.55 | alpha=0.05,421.0,489.0,495.0,497.0,497.0,497.0,497.0,495.0,495.0,485.0,445.0,354.0,276.0,221.0,186.0,158.0
bravo    | p=0.51 | alpha=0.05,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,497.0,485.0
