legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058249764911830426,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,67.0,92.0,74.0,52.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,181.0,282.0,446.0,612.0,791.0,791.0,612.0,446.0,345.0,236.0,179.0,145.0,122.0,105.0,90.0,82.0
bravo_without_replacement | p=0.51 | alpha=0.17660546875,732.0,1445.0,2060.0,2060.0,1834.0,1445.0,1109.0,881.0,734.0,549.0,438.0,366.0,311.0,273.0,243.0,219.0
