legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058249764911830426,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,492.0,218.0,135.0,95.0,69.0
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2036.0,1148.0,778.0,456.0,318.0,242.0,191.0,160.0,137.0,118.0
bravo_without_replacement | p=0.51 | alpha=0.17660546875,3000.0,3000.0,3000.0,3000.0,3000.0,2592.0,1796.0,1361.0,1089.0,773.0,591.0,481.0,402.0,346.0,301.0,267.0
