legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058249764911830426,44.0,59.0,72.0,79.0,90.0,107.0,125.0,152.0,193.0,369.0,852.0,482.0,218.0,135.0,95.0,69.0
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,322.0,580.0,1138.0,1737.0,2194.0,2196.0,1744.0,1140.0,778.0,456.0,318.0,242.0,191.0,160.0,137.0,118.0
bravo_without_replacement | p=0.51 | alpha=0.17660546875,1091.0,2360.0,2809.0,2809.0,2706.0,2360.0,1788.0,1361.0,1089.0,773.0,591.0,481.0,402.0,346.0,301.0,267.0
