legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058249764911830426,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,32.0,37.0,34.0,27.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,135.0,191.0,273.0,347.0,416.0,419.0,347.0,273.0,225.0,166.0,133.0,111.0,97.0,84.0,76.0,67.0
bravo_without_replacement | p=0.51 | alpha=0.17660546875,595.0,1089.0,1554.0,1554.0,1367.0,1089.0,857.0,704.0,595.0,458.0,376.0,315.0,275.0,243.0,219.0,199.0
