,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
kaplan_wald | alpha=0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaplan_wald | alpha=0.05,8,0.0078125,0.015224352343750011,0.010280717025280004,0.0078125,0.0067822307284899986,0.005870683422719999,0.005066231204629998,0.004358176572159997,0.0037366945312499967,0.003192778096639997,0.002305393332480001,0.0016384000000000008,0.0011441558259200001,0.0007836416409599998,0.0005252335014399997,0.0003435973836799997,0.00021870000000000022
kaplan_wald | alpha=0.05,9,0.03515625,0.06318106222656253,0.04482392623022081,0.03515625,0.030994794429199293,0.027239971081420792,0.02386194897380729,0.02083208401492479,0.018122968476562487,0.01570846823546879,0.011665290262348808,0.008519680000000005,0.0061097921104128015,0.0042943561924608,0.002951812278092799,0.0019791209299967983,0.0012903300000000014
kaplan_wald | alpha=0.05,10,0.08984375,0.14950314001562506,0.11114688790370716,0.08984375,0.08038842437864627,0.07168808941151844,0.06370887064446315,0.05641572409129675,0.04977277115624997,0.04374361414644529,0.033380251139644435,0.02503475200000001,0.018424570095954947,0.013281785444302845,0.009357980248456188,0.006427744975978491,0.004290894000000004
kaplan_wald | alpha=0.05,11,0.171875,0.2660379450308595,0.2066519527135275,0.171875,0.1559606782013001,0.14102715400647076,0.12706547610080599,0.11406122101501932,0.10199494557773432,0.09084265927688581,0.07116428306613883,0.05476188160000002,0.04133005714906334,0.030537649607839574,0.022042192829775698,0.015502938029781144,0.01059207840000001
kaplan_wald | alpha=0.05,12,0.2744140625,0.39713960067299825,0.3212580304853119,0.2744140625,0.2523153018251838,0.2311679379799088,0.21101297833046023,0.1918826418620448,0.1738004354072753,0.15678132245950255,0.12595112935955566,0.09935257600000004,0.07683356208138135,0.05814703226949834,0.04297114358895289,0.030930766221245656,0.02161915110000002
kaplan_wald | alpha=0.05,13,0.38720703125,0.5269302397587157,0.44228204861231624,0.38720703125,0.3604251895311813,0.33428899484552194,0.3088957659302371,0.28433448982831105,0.26068507810101993,0.23801775550048637,0.19585914522995557,0.15821229260800007,0.12526034280906312,0.09702104305711388,0.07335998009127817,0.054010797195676565,0.03860084305800003
kaplan_wald | alpha=0.05,14,0.5,0.6437418149358614,0.5584651060142404,0.5,0.4706972749912987,0.4415348939857596,0.4126515207860006,0.3841824856318786,0.356258185064139,0.32900256050638826,0.27695244363961946,0.2288439525376001,0.1853095509113885,0.14677977686526178,0.11347324427434755,0.08539963932090261,0.062375211799200046
kaplan_wald | alpha=0.05,15,0.604736328125,0.7413629170481902,0.6620340028982413,0.604736328125,0.5751406930770957,0.5451037908697606,0.5147768280654592,0.4843157614234564,0.45387928717646775,0.4236267577125262,0.3643015107837431,0.30754780217344013,0.254451924812066,0.20592158619151757,0.16264064523016686,0.1250392628047595,0.09328189116276006
kaplan_wald | alpha=0.05,16,0.696380615234375,0.8182395349616493,0.7490318762808021,0.696380615234375,0.6683564437186694,0.6393514870342014,0.6094980505671571,0.5789417070464974,0.5478395979595843,0.5163584709745415,0.45296081393502863,0.39018684429107214,0.3294714004943011,0.27216041263692403,0.21942899333413818,0.1722104147505492,0.13114257338312107
kaplan_wald | alpha=0.05,17,0.7727508544921875,0.8758969983967435,0.8186301749868508,0.7727508544921875,0.7475898317640072,0.7210328237100502,0.6931684637769903,0.6641050581072343,0.6339698828441077,0.602908070019089,0.5386648069812713,0.47282588640870415,0.4069915253659441,0.3428151608453576,0.28189617624850666,0.22567105362244422,0.1753133693068756
kaplan_wald | alpha=0.05,18,0.8338470458984375,0.9174103720700113,0.8720816683930961,0.8338470458984375,0.8122442764090028,0.7889916958243564,0.7641209741789288,0.737686193423711,0.7097645335424884,0.6804565107630036,0.6181981125281845,0.5521593668416309,0.48389148923861386,0.4151656230107936,0.34786152140607973,0.283836228715066,0.22478466074148068
kaplan_wald | alpha=0.05,19,0.8810577392578125,0.9462810364882385,0.9117329580471836,0.8810577392578125,0.8632037341428311,0.843605916687126,0.8222375304263347,0.7990929954423707,0.7741899866361119,0.747571161297737,0.6894888755002357,0.6257231396067084,0.5575756364402448,0.48672680740715213,0.41514617346680427,0.3449625399942212,0.27830360329346254
kaplan_wald | alpha=0.05,20,0.9164657592773438,0.9657687349705418,0.9402818865981265,0.9164657592773438,0.9021877193092098,0.8862050089600864,0.8684401926430225,0.848832505077485,0.8273409854383513,0.8039474677469131,0.7515118392859204,0.6919305350952782,0.6261018933377615,0.5554255444276563,0.4817579790069216,0.40731137749895957,0.33449849297304346
kaplan_wald | alpha=0.05,21,0.9423408508300781,0.9785856443569798,0.9603100580123265,0.9423408508300781,0.9312457820986105,0.9185803190875362,0.9042294856062568,0.8880884565279675,0.8700662113986131,0.8500893062560848,0.8040882285873238,0.7499893280621779,0.6881972245879727,0.6196852861329895,0.546012751427927,0.4692765298498226,0.39199018779907624
kaplan_wald | alpha=0.05,22,0.9608230590820312,0.9868250861054042,0.9740436612677779,0.9608230590820312,0.9524166564166024,0.9426305494679276,0.9313270931355628,0.9183716190754826,0.9036360317959615,0.8870027770634222,0.8476515225799152,0.7997540077480918,0.7431959465524456,0.6784370499778655,0.6065958225677323,0.5294712492763752,0.449481882625109
kaplan_wald | alpha=0.05,23,0.9737606048583984,0.9920159344069116,0.9832726426554412,0.9737606048583984,0.9675326606796487,0.9601391171848525,0.9514335179223079,0.941265689961404,0.9294847935019198,0.9159429381763747,0.8830249173018994,0.8415563386842595,0.790934837217608,0.7310786303828744,0.6625745803009122,0.5867766221704533,0.5058237435546211
kaplan_wald | alpha=0.05,24,0.9826551675796509,0.9952277717934693,0.9893637703712991,0.9826551675796509,0.9781327586691099,0.9726577431024538,0.9660860749856484,0.9582645375942007,0.9490329195420508,0.9382268622333482,0.9112351995926817,0.8760432617065979,0.8316322415096591,0.7774032211392822,0.713375302943773,0.6403571458264165,0.5600527846992766
kaplan_wald | alpha=0.05,25,0.9886720776557922,0.99718321396705,0.9933194203703032,0.9886720776557922,0.9854468262818381,0.9814649646303663,0.9765928203151848,0.9706836956882792,0.9635790250954424,0.955110211754161,0.9333719740490957,0.9040385286306137,0.8657701818158148,0.8175148667824776,0.7587373599860453,0.6896512275899025,0.611410876606862
kaplan_wald | alpha=0.05,26,0.9926833510398865,0.9983564792711984,0.9958510363696659,0.9926833510398865,0.9904203922584933,0.9875713048897189,0.9840175870147239,0.9796254895160157,0.9742461691679295,0.9677164460630345,0.9504910796287225,0.9264347421698265,0.8939908791355702,0.8517434710646712,0.7986559701832449,0.7343445283887965,0.6593450957206084
kaplan_wald | alpha=0.05,27,0.9953223466873169,0.9990511758328653,0.9974499517376844,0.9953223466873169,0.9937579167954593,0.9917493271724338,0.9891953848446656,0.9859788693409863,0.9819658129045978,0.9770052502906256,0.9635556602026482,0.9441159633849944,0.9170130269490548,0.8805675588812552,0.8333221316702866,0.7743332712088595,0.7034950343780064
kaplan_wald | alpha=0.05,28,0.9970376938581467,0.9994575733214404,0.9984476749273279,0.9970376938581467,0.9959706955634677,0.9945736702355491,0.9927628875494955,0.9904389419781158,0.9874853581763157,0.9837674997683119,0.9734063539553881,0.9579073159328253,0.9355688780867235,0.904549199944653,0.8630656982261684,0.8096833198617953,0.7436714785562386
