legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,27.0,29.0,27.0,24.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.12002148437499999,86.0,103.0,111.0,115.0,115.0,115.0,115.0,111.0,109.0,96.0,86.0,73.0,65.0,56.0,52.0,48.0
bravo_without_replacement | p=0.52 | alpha=0.342455078125,119.0,136.0,142.0,142.0,142.0,140.0,136.0,132.0,125.0,113.0,101.0,89.0,77.0,68.0,62.0,56.0
