,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,9,0.001953125,0.0007566806425781253,0.0013526054605946878,0.001953125,0.0023341651730904513,0.0027799058836357133,0.0032997635918021345,0.0039043059123133462,0.004605366583984379,0.005416169448144901,0.007427658739644925,0.010077695999999999,0.013537086546263554,0.01801439850948199,0.023762680013799945,0.031087100296429592,0.04035360699999998
bravo    | p=0.7 | alpha=0.05832865464687347,11,0.00439453125,0.0016855061313427741,0.003038492906679906,0.00439453125,0.005249770890797732,0.006244780576999265,0.0073977399964612065,0.008728466297567714,0.010258454065825203,0.012010897368206134,0.016284399020797532,0.021767823359999994,0.028704038312697237,0.037354656749261854,0.04799110855587037,0.0608809772205277,0.07626831722999995
bravo    | p=0.7 | alpha=0.05832865464687347,14,0.0032958984375,0.0011263394722698093,0.0021842145489810367,0.0032958984375,0.0040144683015676825,0.004863135363899332,0.005860030965316788,0.007024809331743258,0.008378592358262733,0.00994386997472733,0.01380474101310265,0.01880739938303999,0.025157137706473865,0.033049009593714936,0.042646050849351747,0.05405061862420227,0.06726865579685998
bravo    | p=0.7 | alpha=0.05832865464687347,16,0.0049896240234375,0.0016881012840643764,0.0033013674836332046,0.0049896240234375,0.006075027972957348,0.00735046699802171,0.008839498598176936,0.010566718196808208,0.012557415296946272,0.014837137901846483,0.020363833626461488,0.027333420436684793,0.035891408842073966,0.046109978185151085,0.05795029696415578,0.07122189959868215,0.08554330728834028
bravo    | p=0.7 | alpha=0.05832865464687347,19,0.0031299591064453125,0.0009435111691782611,0.001984908612909013,0.0031299591064453125,0.0038854877371432683,0.004787664233909696,0.00585649877536359,0.007112893483392156,0.008578255523315191,0.010274003091998777,0.014438618651397003,0.019752283128043925,0.026309846240289425,0.03412072055016965,0.04307083410572378,0.05288617830991135,0.06310506234631333
bravo    | p=0.7 | alpha=0.05832865464687347,22,0.002199411392211914,0.0005907348009812224,0.0013368544572547793,0.002199411392211914,0.002783811141369935,0.0034932478747009004,0.004346557685184587,0.0053635143910173546,0.006564394381749886,0.007969410843030267,0.011468027280543202,0.01598959957787541,0.02160444327154577,0.028283844206665232,0.0358598000991991,0.043991399906572144,0.05214820074422723
bravo    | p=0.7 | alpha=0.05832865464687347,24,0.003188610076904297,0.0008478571659663567,0.0019350119203151545,0.003188610076904297,0.00403423283778858,0.005056254434788925,0.006278763292869884,0.007726022651499959,0.009421603073919538,0.0113873286553751,0.016200220909552865,0.02225377870615995,0.029517073781375257,0.03778990903395311,0.046664396352775694,0.0555113269417747,0.06350582448485288
bravo    | p=0.7 | alpha=0.05832865464687347,27,0.00195273756980896,0.0004626396671833569,0.0011358001399472606,0.00195273756980896,0.002519009741844545,0.0032152096690180147,0.004061216691631276,0.005077311200149954,0.006283406416866085,0.007698090996419912,0.01121395138358653,0.01569996599907099,0.021123833281387512,0.027300509358415832,0.03385983948991952,0.04024221409696927,0.04573654435808204
bravo    | p=0.7 | alpha=0.05832865464687347,29,0.0027232076972723007,0.000638726515530637,0.0015814059707345007,0.0027232076972723007,0.0035115024721311706,0.004476625410509708,0.0056432171909415,0.007035293982801996,0.008674954983306924,0.010580851500865945,0.015238170487077294,0.021018747301192964,0.02776162558020494,0.035087312108513916,0.04238426174257995,0.04884697047254175,0.05357713894447681
bravo    | p=0.7 | alpha=0.05832865464687347,32,0.0016324087046086788,0.0003411463943242815,0.0009085886671075401,0.0016324087046086788,0.002146186870400259,0.002786357281215867,0.0035728475479231397,0.00452549119487463,0.00566295675966036,0.007001441632890023,0.010324671169523698,0.014514679278522808,0.019446882546032506,0.02481136580099246,0.030102983046741333,0.034661197287800094,0.03776895562122185
bravo    | p=0.7 | alpha=0.05832865464687347,34,0.0022541884682141244,0.00046637719048462257,0.0012526599998012513,0.0022541884682141244,0.002962477789023155,0.0038415164503928004,0.004915973420314982,0.00620924260662284,0.00774176103674656,0.009529047445266895,0.013892321515067745,0.019241547570051303,0.02530734528110263,0.0315758070522709,0.0373124442629991,0.04166043155642175,0.04381023510906683
