legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,1976.9188136638068,1944.693942583985,1901.4248723614703,1868.546478558702,1824.8278775038357,1766.7466454928474,1689.6904486006342,1587.710811578859,1453.4129381224432,1057.3448325524932,534.5651054136224,196.59576083584273,95.26932901102155,61.93239908598285,45.8754892372153,36.42305982862451
bravo    | p=0.55 | alpha=0.0527060546875,1999.772675609126,1992.2722227722604,1928.5196816078449,1807.9419861929296,1564.0780212251618,1207.4954361901464,846.6863936708094,583.6261976212772,425.0968566482801,270.8428813690829,198.55682642727152,156.71932547817937,129.45064123402028,110.27290153411289,96.0489700146465,85.07800085414658
bravo    | p=0.51 | alpha=0.24099414062499996,1999.999816087376,1999.4647945013194,1967.6033696425386,1864.2958989587144,1630.5014109089464,1306.917424328944,1008.8848853186325,794.8175603685808,651.026916661058,477.4345407828765,376.9221241473966,311.3759139445232,265.2717790163547,231.08134331777393,204.65097818491597,183.55403990069203
