,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,8,0.0036903559373749,0.001568508627372707,0.002649531360689017,0.0036903559373749,0.004333538826645079,0.005072748134310189,0.005920019549635116,0.006888620510289748,0.007993149055216694,0.009249638512104903,0.012290480689322682,0.016172486942353546,0.021087724450300913,0.027263502017037738,0.034967364665907476,0.0445126014053981,0.05626430018009071
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,12,0.0017848033320864317,0.0006007724427741329,0.0011735691000232633,0.0017848033320864317,0.0021844664250532217,0.0026607695720188423,0.0032258392749462705,0.0038932625838176446,0.0046781878288077615,0.005597419457241713,0.007914802386156427,0.011015877457518591,0.015101374064500786,0.020401837094173116,0.027174474813043394,0.03569615420154011,0.04625109674416393
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,15,0.001641499610755956,0.00048722566163359626,0.0010305165487699273,0.001641499610755956,0.0020521424834945567,0.0025499543473421747,0.003149843898236858,0.0038685201142262425,0.004724562073345278,0.005738458601604931,0.008331276962087993,0.011847827269654955,0.01651360654206437,0.022568760783486748,0.0302511492323627,0.0397708163827556,0.05127443852239727
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,18,0.0013254474637046415,0.00034635448985435266,0.0007939966630844394,0.0013254474637046415,0.00169299586715734,0.0021466000105166776,0.0027022711157740527,0.003378022200805613,0.004193898596808127,0.00517195037360769,0.0077121143946605126,0.01120886242111848,0.015887576215038456,0.02196833902116991,0.029635155414083226,0.03899389789387167,0.050019749397199824
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,21,0.0010253883407138305,0.00023550519426033173,0.0005857705326274904,0.0010253883407138305,0.0013385222357179059,0.0017322101036676663,0.002222805400991785,0.0028288338313739105,0.003570994617857776,0.00447207488557892,0.006851288389618288,0.010179727402148554,0.014676205473175176,0.020534734636102614,0.027881046176821085,0.03671722554746841,0.04685924681116099
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,24,0.0007792377786010155,0.00015703847646957131,0.0004242559433810375,0.0007792377786010155,0.001039849643936408,0.0013738421027882548,0.0017974824923410017,0.0023293757507121668,0.002990452512054197,0.00380384200450899,0.005989266412592136,0.009099769156662683,0.013346881699888798,0.018899658020350252,0.025829660442952956,0.03404516641249869,0.04322480954350742
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,27,0.0005874795535657758,0.0001037069292649564,0.00030464911879995966,0.0005874795535657758,0.000801638396537252,0.0010815580260299744,0.0014431469397539036,0.001904814351841351,0.002487462791540161,0.0032143387314360105,0.005203282481926083,0.008086231939298947,0.012068669176611072,0.01729802821622061,0.023798061380005602,0.03139489439410427,0.039651523682408756
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,29,0.0009117372786053376,0.00015806723994936421,0.00047068396713370234,0.0009117372786053376,0.0012452137755085638,0.0016800230114249386,0.0022396879269969824,0.0029508808060201967,0.0038431388196083316,0.004948309168045562,0.007930699582220235,0.012156366214087168,0.01782488333092233,0.024995894633470624,0.03349620110366873,0.042837298828185946,0.05217589627395215
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,32,0.0005751917775887453,8.713648770556654e-05,0.0002825804633131452,0.0005751917775887453,0.0008036015365995967,0.0011075731869251099,0.001506329476119739,0.002021999964692912,0.002679412669846384,0.003505623229823163,0.00577869231607633,0.009062783970532567,0.013524715840291043,0.019198331252302317,0.025896926887244452,0.033141783041787116,0.040142418186747346
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,35,0.0004058725902142921,5.363003687760955e-05,0.00018962937577122538,0.0004058725902142921,0.0005802292939099972,0.0008171673655334509,0.0011340830165812849,0.0015513366056484168,0.0020921065605638395,0.0027819670090582908,0.004718230807647732,0.007573129148992854,0.011504855306090415,0.016533941073604716,0.0224520107647454,0.028753308566695945,0.03463088315703286
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,37,0.0006106564966860854,7.911976824640265e-05,0.00028388033437035066,0.0006106564966860854,0.0008739555291333087,0.0012310651848845733,0.0017072353106643624,0.0023314727196269702,0.0031360219764649555,0.004155376173095504,0.006977845738520471,0.0110459097639959,0.0164823933298508,0.023166585278804202,0.030626466914450458,0.037995889695366845,0.044093024306747795
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,40,0.00037522339320105927,4.229471884214947e-05,0.00016573515034269958,0.00037522339320105927,0.0005497202637875357,0.0007915468716502008,0.0011205340324375044,0.0015599062711612829,0.0021359448592087956,0.0028772297843467076,0.004973157860661841,0.008059544333198047,0.012244813313324847,0.01742550057590334,0.023189442018621137,0.028783967410899527,0.0332032169374363
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,42,0.0005420394599712049,5.985452150750002e-05,0.00023814817172079853,0.0005420394599712049,0.0007950910513405081,0.0011451830776096391,0.0016200778912935187,0.00225169977393156,0.0030753159460139693,0.004128054075651538,0.007064422280398506,0.011289960081626116,0.01684466358449118,0.023437742531630976,0.030353218031122394,0.03647943762285205,0.04051826293366371
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,45,0.000323986858316213,3.1041435080021696e-05,0.00013511925789201263,0.000323986858316213,0.00048669407693723596,0.0007168459320797306,0.0010355646477183801,0.0014676714912677923,0.0020411644328158477,0.0027861263415523856,0.00490984398010441,0.008035613462563856,0.012209484184713048,0.017201789917948972,0.022423686312589116,0.026957695351642327,0.029752489050447077
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,47,0.00046163871735637206,4.3288285259200744e-05,0.00019144654409700233,0.00046163871735637206,0.0006944146913395442,0.0010231905508818152,0.0014772571579724297,0.002090429573733737,0.0028999473840039644,0.003944507845185445,0.006882141781648467,0.011106198461245241,0.01656858310518334,0.022816687266596358,0.028932963384345284,0.033660518682621786,0.035747113785862254
