legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
kaplan_kolmogorov | alpha=0.05,308.0,375.0,418.0,437.0,453.0,465.0,473.0,477.0,480.0,484.0,482.0,458.0,21.0,18.0,18.0,18.0
