legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,19.0,25.0,30.0,32.0,35.0,37.0,42.0,47.0,52.0,70.0,85.0,75.0,57.0,42.0,35.0,30.0
bravo    | p=0.55 | alpha=0.05,177.0,272.0,386.0,445.0,482.0,489.0,459.0,405.0,341.0,240.0,181.0,148.0,122.0,106.0,93.0,82.0
bravo    | p=0.51 | alpha=0.05,887.0,936.0,946.0,948.0,948.0,946.0,940.0,932.0,917.0,871.0,766.0,645.0,550.0,479.0,425.0,382.0
