legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,991.0365562265848,977.6555309369305,959.1341014102773,944.8144829357402,925.5581375180275,899.7167804669848,865.1527808169416,819.1839295429779,758.6921550761799,584.3107108589153,359.5526406773713,181.63904630185328,98.3928963750432,64.73969019242152,48.099537768195894,38.23197404511739
bravo    | p=0.55 | alpha=0.05,999.9282091384658,997.5910301058568,979.621104264195,948.4091661612387,886.1218466585779,785.56621388501,656.6916094660955,524.9305217450716,413.78556712571543,273.28569502519105,201.25970269849685,159.15902971758817,131.60231299867678,112.17133810806412,97.73758892950575,86.59533061224535
bravo    | p=0.51 | alpha=0.05,1000.0,999.9999999965531,999.9999922447572,999.9997915441331,999.9961688132264,999.9517197050599,999.5802917215747,997.4575848712243,989.0992454761005,921.1770741564878,782.8034071964007,651.983364784639,555.7758171975885,484.2305533707915,428.9867822965071,385.0666017948266
