legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,14.0,17.0,19.0,19.0,19.0,22.0,22.0,25.0,27.0,32.0,37.0,35.0,30.0,25.0,19.0,19.0
bravo    | p=0.55 | alpha=0.05,133.0,188.0,253.0,285.0,310.0,312.0,295.0,261.0,228.0,171.0,135.0,114.0,97.0,85.0,76.0,70.0
bravo    | p=0.51 | alpha=0.05,808.0,881.0,895.0,897.0,897.0,893.0,885.0,873.0,855.0,788.0,683.0,578.0,497.0,439.0,390.0,354.0
