,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,31,4.240651717840281e-10,1.584517976949633e-11,1.1869893944138818e-10,4.240651717840281e-10,7.863840576444389e-10,1.4407811158033594e-09,2.6092955450454693e-09,4.673044532568398e-09,8.279552907758071e-09,1.4518220283756848e-08,4.333684283330078e-08,1.2462798941894745e-07,3.4614276903586077e-07,9.305529245955054e-07,2.4263213250701493e-06,6.147145505563131e-06,1.5158057268248062e-05
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,33,3.287038675939953e-09,1.214222501449678e-10,9.181134659467561e-10,3.287038675939953e-09,6.094527797773792e-09,1.115538243208995e-08,2.0166834924670513e-08,3.602362719044897e-08,6.360770427392766e-08,1.1106318612038316e-07,3.278824880108917e-07,9.293234412561176e-07,2.534643376546312e-06,6.665717941041538e-06,1.6932585107140242e-05,4.161075508445486e-05,9.904902670531506e-05
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,35,1.3972183212450435e-08,5.102495197073523e-10,3.894326688472216e-09,1.3972183212450435e-08,2.5901959459872755e-08,4.736502567032262e-08,8.547486992339943e-08,1.5228610612240373e-07,2.6797647825218747e-07,4.659180004092891e-07,1.3603725300182368e-06,3.8000702810310166e-06,1.0177596504210793e-05,2.61825122276411e-05,6.479578266347132e-05,0.00015444511965001078,0.000354877920949203
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,37,4.315639932738572e-08,1.5580607020870459e-09,1.2002981405380687e-08,4.315639932738572e-08,7.99920074885809e-08,1.461343028794722e-07,2.6324468504589846e-07,4.6779187017524274e-07,8.203552623815254e-07,1.4202528987698947e-06,4.101194612065643e-06,1.1290781597226915e-05,2.969440043838759e-05,7.472542839506018e-05,0.00018015773292855958,0.0004164984874211225,0.0009237702738012807
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,40,5.384690722805526e-08,1.7269252624674704e-09,1.4338178777266226e-08,5.384690722805526e-08,1.0181604296822754e-07,1.8951834295750435e-07,3.4743147231935935e-07,6.275640344931615e-07,1.1173562513710266e-06,1.9616886327946482e-06,5.804925411901886e-06,1.6299899955473402e-05,4.3514254147190066e-05,0.00011060840718524204,0.00026799157389131124,0.0006193049449320576,0.0013652261659616927
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,42,1.3015084944946739e-07,4.126222572159647e-09,3.458176138860251e-08,1.3015084944946739e-07,2.4605879838950027e-07,4.5756947395850125e-07,8.373436017716861e-07,1.5085687566005404e-06,2.6767771527118673e-06,4.679521084376188e-06,1.3694995508639871e-05,3.789872796098778e-05,9.934810697842147e-05,0.00024701987856067,0.0005830396573049833,0.0013067556311164956,0.0027804496732461606
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,44,2.6222375772637575e-07,8.218006512921066e-09,6.952456201015797e-08,2.6222375772637575e-07,4.956787704280644e-07,9.208761713730374e-07,1.6821938111319365e-06,3.0227973524930505e-06,5.345254942560315e-06,9.304796637861424e-06,2.6931301218231226e-05,7.344956919860083e-05,0.00018906270850852186,0.00045981762781577816,0.00105724329588807,0.002298116298675653,0.00471953043149879
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,46,4.778825463165649e-07,1.4804725026654523e-08,1.2643076371179904e-07,4.778825463165649e-07,9.032038707633385e-07,1.6763671486744396e-06,3.0568311164186527e-06,5.478669879999948e-06,9.654851453770214e-06,1.6735235107611766e-05,4.7903613962942286e-05,0.00012875499779638785,0.0003254285649197155,0.0007741668229535627,0.0017339514663796958,0.003655296947258403,0.0072450449869570855
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,48,8.087132691862187e-07,2.4765916444140103e-08,2.1349650645428532e-07,8.087132691862187e-07,1.528253775922894e-06,2.833746040108244e-06,5.158104229064198e-06,9.220693148226079e-06,1.6193618180755496e-05,2.794964936864368e-05,7.912156569219979e-05,0.00020957974592575527,0.0005201266688787745,0.0012102604707671981,0.0026404880230547116,0.005398168786569438,0.01032623492592086
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,50,1.289809812827464e-06,3.904469998784601e-08,3.3977055193167326e-07,1.289809812827464e-06,2.4370409189143764e-06,4.514503868646786e-06,8.202863303851343e-06,1.4625400989728589e-05,2.559745315474809e-05,4.399202550962823e-05,0.0001231602462727514,0.00032149803089978797,0.0007834289996224978,0.0017830022831290403,0.003789222638731229,0.007512366426562636,0.013868672279068486
bravo_without_replacement | p=0.55 | alpha=0.0527060546875,52,1.958699759547321e-06,5.8610682494994036e-08,5.148622218894566e-07,1.958699759547321e-06,3.700336324392954e-06,6.848095821535209e-06,1.2420838190613239e-05,2.2088241687398782e-05,3.8526322475178014e-05,6.5929225446626e-05,0.00018253606071685512,0.0004695744727363304,0.001123519427084957,0.0025009617409880456,0.005177117578304664,0.009953295173356023,0.017732624931382574
