legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,32.0,40.0,47.0,52.0,60.0,67.0,77.0,87.0,105.0,170.0,279.0,203.0,118.0,80.0,60.0,47.0
bravo_without_replacement | p=0.55 | alpha=0.05,246.0,414.0,719.0,967.0,1148.0,1150.0,969.0,719.0,532.0,337.0,244.0,192.0,156.0,131.0,114.0,99.0
bravo_without_replacement | p=0.51 | alpha=0.05,1442.0,1873.0,1913.0,1913.0,1901.0,1871.0,1805.0,1652.0,1438.0,1067.0,840.0,696.0,592.0,514.0,453.0,405.0
