legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,254.0,72.0,47.0,37.0,30.0,25.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,999.0,517.0,360.0,280.0,227.0,169.0,135.0,114.0,97.0,84.0,76.0,70.0
bravo_without_replacement | p=0.51 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,1995.0,1542.0,1257.0,1067.0,816.0,666.0,562.0,483.0,427.0,383.0,347.0
