legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,14.0,17.0,19.0,19.0,19.0,22.0,22.0,25.0,27.0,32.0,40.0,35.0,30.0,25.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,135.0,196.0,276.0,337.0,387.0,387.0,337.0,276.0,227.0,169.0,135.0,114.0,97.0,84.0,76.0,70.0
bravo_without_replacement | p=0.51 | alpha=0.05,1069.0,1524.0,1624.0,1624.0,1592.0,1522.0,1400.0,1229.0,1065.0,816.0,666.0,562.0,483.0,427.0,383.0,347.0
