legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,85.0,115.0,148.0,170.0,203.0,243.0,301.0,384.0,523.0,1180.0,1762.0,1460.0,626.0,329.0,211.0,148.0
bravo_without_replacement | p=0.55 | alpha=0.05,501.0,999.0,1768.0,1920.0,1953.0,1955.0,1922.0,1768.0,1371.0,755.0,494.0,360.0,278.0,223.0,185.0,158.0
bravo_without_replacement | p=0.51 | alpha=0.05,1921.0,1995.0,1997.0,1997.0,1997.0,1995.0,1991.0,1979.0,1919.0,1466.0,1121.0,903.0,752.0,642.0,560.0,494.0
