legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03271484375093457,454.0,493.0,495.0,495.0,495.0,495.0,495.0,493.0,491.0,477.0,417.0,321.0,253.0,205.0,171.0,146.0
bayesian | a=500 | b=500 | critical_value=0.11132812500077732,490.0,496.0,496.0,496.0,496.0,496.0,496.0,494.0,492.0,476.0,415.0,330.0,267.0,225.0,190.0,166.0
bayesian | a=1000 | b=1000 | critical_value=0.16699218750066602,492.0,498.0,498.0,498.0,498.0,498.0,498.0,496.0,494.0,476.0,417.0,335.0,272.0,228.0,196.0,169.0
