legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03271484375093457,500.0,500.0,500.0,500.0,500.0,394.0,292.0,234.0,194.0,146.0,117.0,98.0,85.0,75.0,66.0,60.0
bayesian | a=500 | b=500 | critical_value=0.11132812500077732,500.0,500.0,500.0,500.0,500.0,403.0,322.0,267.0,231.0,180.0,150.0,125.0,111.0,99.0,89.0,81.0
bayesian | a=1000 | b=1000 | critical_value=0.16699218750066602,500.0,500.0,500.0,500.0,500.0,407.0,327.0,276.0,240.0,188.0,155.0,133.0,117.0,105.0,95.0,85.0
