legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03271484375093457,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,442.0,294.0,217.0,171.0,140.0,119.0,102.0,89.0
bayesian | a=500 | b=500 | critical_value=0.11132812500077732,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,436.0,312.0,241.0,196.0,166.0,142.0,123.0,111.0
bayesian | a=1000 | b=1000 | critical_value=0.16699218750066602,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,433.0,314.0,248.0,204.0,169.0,147.0,129.0,115.0
