legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,29.0,34.0,32.0,27.0,22.0,19.0,16.0
bravo    | p=0.55 | alpha=0.0712421875,112.0,159.0,205.0,224.0,239.0,239.0,228.0,209.0,186.0,146.0,117.0,98.0,85.0,75.0,66.0,60.0
bravo    | p=0.52 | alpha=0.20001953125,221.0,313.0,364.0,372.0,368.0,352.0,325.0,293.0,260.0,205.0,168.0,142.0,123.0,109.0,99.0,88.0
