legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,44.0,59.0,69.0,79.0,90.0,105.0,122.0,147.0,185.0,299.0,389.0,339.0,213.0,132.0,95.0,69.0
bravo    | p=0.55 | alpha=0.0712421875,281.0,470.0,607.0,641.0,656.0,658.0,647.0,618.0,567.0,411.0,289.0,220.0,176.0,146.0,123.0,106.0
bravo    | p=0.52 | alpha=0.20001953125,484.0,664.0,695.0,699.0,699.0,688.0,672.0,639.0,586.0,439.0,331.0,264.0,217.0,184.0,160.0,139.0
