legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,29.0,39.0,44.0,49.0,54.0,62.0,69.0,82.0,97.0,145.0,185.0,160.0,110.0,74.0,57.0,47.0
bravo    | p=0.55 | alpha=0.0712421875,211.0,342.0,466.0,510.0,531.0,536.0,519.0,481.0,422.0,300.0,220.0,171.0,140.0,119.0,102.0,89.0
bravo    | p=0.52 | alpha=0.20001953125,382.0,562.0,617.0,625.0,621.0,607.0,576.0,529.0,470.0,350.0,268.0,217.0,182.0,156.0,135.0,121.0
