legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,79.0,110.0,142.0,165.0,195.0,233.0,286.0,361.0,467.0,649.0,696.0,674.0,530.0,319.0,203.0,142.0
bravo    | p=0.55 | alpha=0.0712421875,443.0,689.0,734.0,740.0,742.0,742.0,742.0,736.0,725.0,641.0,460.0,331.0,256.0,207.0,171.0,146.0
bravo    | p=0.52 | alpha=0.20001953125,674.0,739.0,744.0,746.0,744.0,744.0,739.0,735.0,725.0,629.0,472.0,364.0,291.0,242.0,207.0,178.0
