,,0.5,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.20350584629186838,7.404281628412615e-07
bravo    | p=0.7 | alpha=1,250,2.3600379424778575e-06,2.3600379424778575e-06,0.00011761150349589493,0.009666759267360735,0.07414502863009094,0.292707140465442,0.7964941537081309,0.9999992595718367
bravo    | p=0.55 | alpha=0.5941562499999999,500,0.0,0.0,0.0,0.23604444392084437,0.05192587414785981,0.005407385290161745,3.5322739700891195e-05,6.528007329851156e-17
bravo    | p=0.55 | alpha=0.5941562499999999,250,0.0641480343456135,0.0641480343456135,0.265482007522174,0.7639555560791552,0.9480741258521399,0.994592614709838,0.9999646772602984,0.9999999999999993
