legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,35.0,40.0,45.0,50.0,55.0,60.0,65.0,75.0,85.0,110.0,190.0,210.0,120.0,85.0,65.0,50.0
bravo    | p=0.55 | alpha=0.05,135.0,165.0,205.0,230.0,260.0,300.0,355.0,425.0,440.0,310.0,235.0,190.0,155.0,135.0,115.0,100.0
bravo    | p=0.51 | alpha=0.05,220.0,235.0,255.0,265.0,275.0,285.0,295.0,305.0,315.0,345.0,380.0,415.0,465.0,490.0,445.0,400.0
